author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;phone;district;street;underground;residential_complex
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/280912446/;Sankt-Peterburg;sale;flat;5;5;3;70.0;237000;16590000;1870;39.0;17.0;+79681896579;Tsentral'nyj;Zhukovskogo;Ploschad' Vosstanija;
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/281429267/;Sankt-Peterburg;sale;flat;4;10;3;78.04;255638;19950000;2021;45.0;17.0;+79681896579;Primorskij;Chernaja rechka;Lesnaja;RIVIERE NOIRE
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/264558643/;Sankt-Peterburg;sale;flat;10;10;3;91.66;216015;19800000;2020;43.0;18.0;+79681896579;Frunzenskij;Dnepropetrovskaja;Obvodnyj kanal;Dom u Karetnogo
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/278318086/;Sankt-Peterburg;sale;flat;10;10;3;63.9;311424;19900000;2020;33.0;20.0;+79681896579;Tsentral'nyj;Sotsialisticheskaja;Ligovskij prospekt;YE’S Marata
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/281767435/;Sankt-Peterburg;sale;flat;3;5;3;104.0;221057;22990000;1833;70.0;10.0;+79681896579;Tsentral'nyj;Vladimirskij;Vladimirskaja;
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/269028829/;Sankt-Peterburg;sale;flat;2;4;3;91.8;258169;23700000;1910;54.0;10.0;+79681896579;Tsentral'nyj;Chajkovskogo;Chernyshevskaja;
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/273215545/;Sankt-Peterburg;sale;flat;9;12;3;68.29;373407;25500000;2023;31.0;13.0;+79681896579;Moskovskij;Moskovskaja zastava;Buharestskaja;AjDi Park Pobedy ZhK
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/284886973/;Sankt-Peterburg;sale;flat;6;8;3;95.0;323157;30700000;2022;42.0;34.0;+79681896579;Petrogradskij;Petrovskij;Krestovskij ostrov;The One
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/279481339/;Sankt-Peterburg;sale;flat;3;3;3;84.5;408165;34490000;1850;48.0;14.0;+79681896579;Tsentral'nyj;Majakovskogo;Majakovskaja;
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/281675363/;Sankt-Peterburg;sale;flat;2;4;3;146.2;244870;35800000;1881;47.0;28.0;+79681896579;Admiraltejskij;Podol'skaja;Tehnologicheskij institut;
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/282691691/;Sankt-Peterburg;sale;flat;6;10;3;114.2;323992;37000000;2008;58.0;12.0;+79681896579;Petrogradskij;Aptekarskij ostrov;Petrogradskaja;
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/282997790/;Sankt-Peterburg;sale;flat;2;3;3;104.0;379807;39500000;1853;44.0;33.0;+79112509861;Tsentral'nyj;Dvortsovyj;Admiraltejskaja;
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/274705601/;Sankt-Peterburg;sale;flat;5;6;3;111.5;358744;40000000;2023;44.0;26.0;+79681896579;Petrogradskij;Aptekarskij ostrov;Petrogradskaja;Madonna Benua
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/275287979/;Sankt-Peterburg;sale;flat;2;7;3;109.8;382513;42000000;2021;49.0;30.0;+79681896579;Tsentral'nyj;Telezhnaja;Ploschad' Aleksandra Nevskogo;Novyj Nevskij
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/270697513/;Sankt-Peterburg;sale;flat;3;10;3;95.3;493074;46990000;2017;42.0;29.0;+79681896579;Petrogradskij;Petrovskij;Chkalovskaja;OSTROV
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/278271577/;Sankt-Peterburg;sale;flat;7;7;3;118.4;404560;47900000;2010;53.0;17.0;+79681896579;Vasileostrovskij;2-ja Vasil'evskogo ostrova linija;Vasileostrovskaja;
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/280741555/;Sankt-Peterburg;sale;flat;5;8;3;134.0;439552;58900000;2022;69.0;15.0;+79681896579;Petrogradskij;Barochnaja;Chkalovskaja;Futurist
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/274618904/;Sankt-Peterburg;sale;flat;9;12;3;159.7;372573;59500000;2009;73.0;25.0;+79681896579;Tsentral'nyj;Kirochnaja;Chernyshevskaja;Rezidentsija na Suvorovskom
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/284799594/;Sankt-Peterburg;sale;flat;4;4;3;114.0;550877;62800000;1828;87.0;20.0;+79681896579;Admiraltejskij;Admiraltejskij;Sadovaja;
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/285084258/;Sankt-Peterburg;sale;flat;3;12;3;118.0;550677;64980000;2018;40.0;42.0;+79681896579;Petrogradskij;Zhdanovskaja;Chkalovskaja;Leont'evskij mys
МК-Элит;real_estate_agent;https://spb.cian.ru/sale/flat/282304801/;Sankt-Peterburg;sale;flat;6;6;3;163.5;1070336;175000000;2017;98.0;10.0;+79681896579;Petrogradskij;Sportivnaja;Krestovskij ostrov;Krestovskij de luxe
LV ESTATE;real_estate_agent;https://spb.cian.ru/sale/flat/281577594/;Sankt-Peterburg;sale;flat;3;6;3;99.7;215646;21499999;1959;34.0;7.0;+79117230150;Moskovskij;Gastello;Moskovskaja;
ID 10966465;homeowner;https://spb.cian.ru/sale/flat/285726616/;Sankt-Peterburg;sale;flat;4;5;3;41.8;155502;6500000;1962;-1;-1;+79819812658;Kirovskij;Podvodnika Kuz'mina;Leninskij prospekt;
GLENDELS;real_estate_agent;https://spb.cian.ru/sale/flat/281425825/;Sankt-Peterburg;sale;flat;2;4;3;69.7;301147;20990000;1846;30.0;25.0;+79811660213;Tsentral'nyj;Dvortsovyj;Admiraltejskaja;
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/284609539/;Sankt-Peterburg;sale;flat;7;12;3;68.4;175423;11999000;1981;41.0;8.0;+79675377065;Primorskij;5 min do metro!3-komn. kv.;;
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/284356768/;Sankt-Peterburg;sale;flat;3;10;3;66.8;196107;13100000;1989;41.0;8.0;+79681877880;Primorskij;Utochkina;Komendantskij prospekt;
Sever Group;real_estate_agent;https://spb.cian.ru/sale/flat/281141132/;Sankt-Peterburg;sale;flat;6;9;3;57.1;155866;8900000;1991;38.0;6.0;+79811245968;Primorskij;Bogatyrskij prospekt;Komendantskij prospekt;
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/285614584/;Sankt-Peterburg;sale;flat;7;7;3;163.7;916310;150000000;2004;57.0;11.0;+79112793140;Tsentral'nyj;Ligovka-Jamskaja;Ploschad' Vosstanija;
Суслов недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/285183282/;Sankt-Peterburg;sale;flat;11;23;3;89.2;147982;13199999;2013;47.0;17.0;+79681898918;Nevskij;Rusanovskaja;Lomonosovskaja;Lastochkino gnezdo
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/281138733/;Sankt-Peterburg;sale;flat;5;9;3;118.99;268930;32000000;2023;50.0;29.0;+79112509861;Petrogradskij;Bol'shaja Raznochinnaja;Chkalovskaja;Klubnyj dom 
BE HOME;real_estate_agent;https://spb.cian.ru/sale/flat/284678580/;Sankt-Peterburg;sale;flat;2;8;3;108.3;277008;30000000;2015;65.0;15.0;+79681933625;Petrogradskij;Divenskaja;Gor'kovskaja;Sobranie
Sever Group;real_estate_agent;https://spb.cian.ru/sale/flat/283815842/;Sankt-Peterburg;sale;flat;1;5;3;55.5;198198;11000000;1917;34.0;8.0;+79681883057;Tsentral'nyj;Zahar'evskaja;Chernyshevskaja;
GLENDELS;real_estate_agent;https://spb.cian.ru/sale/flat/280638444/;Sankt-Peterburg;sale;flat;3;8;3;83.2;306490;25500000;2019;33.0;33.0;+79811660213;Tsentral'nyj;Hersonskaja;Ploschad' Aleksandra Nevskogo;Apart-otel' Yard Residence
ПИА Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/285224582/;Sankt-Peterburg;sale;flat;4;4;3;85.4;197892;16900000;1851;-1;24.0;+79681932119;Vasileostrovskij;8-ja Vasil'evskogo ostrova linija;;
ПИА Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/284743989/;Sankt-Peterburg;sale;flat;7;9;3;105.4;216318;22800000;2022;64.0;14.0;+79681932119;Vyborgskij;Aleksandra Matrosova;Vyborgskaja;Pritjazhenie
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/285554861/;Sankt-Peterburg;sale;flat;1;12;3;60.6;132013;7999995;1977;41.0;7.0;+79819375303;Kalininskij;Akademicheskoe;Akademicheskaja;
ПИА Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/285313095/;Sankt-Peterburg;sale;flat;5;5;3;56.3;126110;7100000;1967;37.0;6.0;+79681932119;Kalininskij;Karpinskogo;Akademicheskaja;
ПИА Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/280692599/;Sankt-Peterburg;sale;flat;6;7;3;232.8;171821;40000000;1999;74.0;62.0;+79681932119;Vyborgskij;Svetlanovskoe;Udel'naja;
ПИА Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/282352212/;Sankt-Peterburg;sale;flat;6;21;3;84.1;223460;18793000;2022;49.0;14.0;+79818765127;Vasileostrovskij;Cheljuskina;Primorskaja;Golden City
ПИА Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/282093687/;Sankt-Peterburg;sale;flat;2;17;3;80.1;223076;17868440;2022;47.0;11.0;+79818765127;Vasileostrovskij;Cheljuskina;Primorskaja;Golden City
ПИА Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/284743988/;Sankt-Peterburg;sale;flat;4;8;3;115.7;211754;24500000;2022;58.0;16.0;+79681932119;Vyborgskij;Aleksandra Matrosova;Lesnaja;Pritjazhenie
BR Group;real_estate_agent;https://spb.cian.ru/sale/flat/284009322/;Sankt-Peterburg;sale;flat;8;16;3;81.4;170147;13850000;2012;45.0;10.0;+79817205857;Krasnosel'skij;Gorelovo;Prospekt Veteranov;Dudergofskaja linija 3
ПИА Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/283489113/;Sankt-Peterburg;sale;flat;1;9;3;156.0;285256;44500000;2022;72.0;17.0;+79681932119;Petrogradskij;Petrovskij;Krestovskij ostrov;NEVA HAUS
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/280363555/;Sankt-Peterburg;sale;flat;4;9;3;118.0;334745;39500000;2011;39.0;39.0;+79112509861;Vasileostrovskij;Gavan';Vasileostrovskaja;
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/282829815/;Sankt-Peterburg;sale;flat;4;7;3;114.0;498245;56800000;2007;68.0;15.0;+79112509861;Petrogradskij;Aptekarskij ostrov;Vyborgskaja;
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/283278897/;Sankt-Peterburg;sale;flat;5;8;3;119.0;491596;58500000;2018;30.0;53.0;+79112509861;Petrogradskij;Remeslennaja;;Apart-otel' AVATAR
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/274809104/;Sankt-Peterburg;sale;flat;7;9;3;161.0;403726;65000000;2007;99.0;50.0;+79112509861;Petrogradskij;Vjazovaja;Krestovskij ostrov;Olimpijskaja derevnja
BEYOND. ex-Engel  Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/274234995/;Sankt-Peterburg;sale;flat;6;8;3;173.4;547866;95000000;2018;51.0;10.0;+79112509861;Tsentral'nyj;Litejnyj;Chernyshevskaja;Russkij dom
Запстрой недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/276401282/;Sankt-Peterburg;sale;flat;9;9;3;106.2;517890;55000000;2021;-1;31.0;+79052077264;Petrogradskij;Petrovskij;Krestovskij ostrov;NEVA HAUS
ID 60579277;homeowner;https://spb.cian.ru/sale/flat/285704613/;Sankt-Peterburg;sale;flat;4;12;3;72.5;188965;13700000;1968;50.0;8.0;+79110295689;Moskovskij;Gagarinskoe;Moskovskaja;
ИМПЕРИЯ;real_estate_agent;https://spb.cian.ru/sale/flat/271344862/;Sankt-Peterburg;sale;flat;12;25;3;131.2;125990;16530000;2020;81.0;22.0;+79681905699;Vyborgskij;Zelenogorskaja;Pionerskaja;Svetlana
ID 94991337;real_estate_agent;https://spb.cian.ru/sale/flat/285628983/;Sankt-Peterburg;sale;flat;13;14;3;70.0;158142;11070000;1983;53.0;11.0;+79110325964;Frunzenskij;Buharestskaja;;
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/285614591/;Sankt-Peterburg;sale;flat;6;9;3;107.1;737628;79000000;2021;63.0;10.0;+79111703716;Petrogradskij;Chkalovskoe;Chkalovskaja;One Trinity Place
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/285614594/;Sankt-Peterburg;sale;flat;5;9;3;163.0;797546;130000000;2018;74.0;29.0;+79818904795;Petrogradskij;Vjazovaja;Krestovskij ostrov;Privilegija
Петроградская;real_estate_agent;https://spb.cian.ru/sale/flat/274005809/;Sankt-Peterburg;sale;flat;3;7;3;115.8;142487;16500000;2020;32.0;48.0;+79812324874;Vyborgskij;Shuvalovo-Ozerki;Prospekt Prosveschenija;
Торговый Дом Невский;real_estate_agent;https://spb.cian.ru/sale/flat/273728919/;Sankt-Peterburg;sale;flat;7;8;3;92.5;273513;25300000;2023;42.0;18.0;+79819024067;Admiraltejskij;Izmajlovskoe;Baltijskaja;Sozidateli
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/sale/flat/276007449/;Sankt-Peterburg;sale;flat;4;7;3;100.2;578842;58000000;2015;57.0;14.0;+79819217172;Tsentral'nyj;Smol'nogo;Chernyshevskaja;Smol'nyj park
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/sale/flat/279319797/;Sankt-Peterburg;sale;flat;6;9;3;109.7;720145;79000000;2021;77.0;10.0;+79819217172;Petrogradskij;Chkalovskoe;Chkalovskaja;One Trinity Place
Richness Realty;real_estate_agent;https://spb.cian.ru/sale/flat/285260506/;Sankt-Peterburg;sale;flat;9;9;3;331.0;3625377;1200000000;2003;-1;-1;+79818604894;Tsentral'nyj;Tverskaja;Chernyshevskaja;
Суслов недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/283256417/;Sankt-Peterburg;sale;flat;5;5;3;54.3;156537;8499999;-1;35.0;5.0;+79812269380;Vasileostrovskij;Zheleznovodskaja;Primorskaja;
РусланD;real_estate_agent;https://spb.cian.ru/sale/flat/280175039/;Sankt-Peterburg;sale;flat;2;5;3;71.7;202231;14500000;1887;51.0;9.0;+79817317763;Tsentral'nyj;9-ja Sovetskaja;Ploschad' Vosstanija;
Аватерра;real_estate_agent;https://spb.cian.ru/sale/flat/284010918/;Sankt-Peterburg;sale;flat;2;10;3;82.2;328345;26990000;2016;48.0;13.0;+79692015925;Krasnogvardejskij;Bol'shaja Ohta;Novocherkasskaja;Chetyre gorizonta
Статус - Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/285257307/;Sankt-Peterburg;sale;flat;2;14;3;110.0;250909;27600000;2014;64.0;16.0;+79681950874;Vasileostrovskij;Ostrov Dekabristov;Primorskaja;Ajno
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/283109793/;Sankt-Peterburg;sale;flat;2;4;3;65.0;207676;13499000;1828;41.0;7.0;+79111915993;Admiraltejskij;Izmajlovskoe;Baltijskaja;
Суслов недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/282407434/;Sankt-Peterburg;sale;flat;2;6;3;69.2;228323;15800000;1901;39.0;9.0;+79681898918;Admiraltejskij;Semenovskij;Pushkinskaja;
АРИСТА;real_estate_agent;https://spb.cian.ru/sale/flat/279849849/;Sankt-Peterburg;sale;flat;8;9;3;67.7;168389;11400000;1972;45.0;6.0;+79675374927;Kalininskij;Grazhdanka;Akademicheskaja;
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/277362519/;Sankt-Peterburg;sale;flat;5;5;3;101.2;188725;19099000;1953;56.0;23.0;+79111915993;Krasnogvardejskij;Tallinskaja;Novocherkasskaja;
PRO.Flat;real_estate_agent;https://spb.cian.ru/sale/flat/272538222/;Sankt-Peterburg;sale;flat;4;17;3;78.8;121827;9600000;2014;48.0;12.0;+79681893633;Krasnogvardejskij;Poljustrovo;Devjatkino;Novaja Ohta
Insiders;real_estate_agent;https://spb.cian.ru/sale/flat/282961364/;Sankt-Peterburg;sale;flat;7;9;3;81.04;259007;20990000;2021;32.0;24.0;+79110916282;Vyborgskij;Aleksandra Matrosova;Lesnaja;Pritjazhenie
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/279655896/;Sankt-Peterburg;sale;flat;5;10;3;96.2;254667;24499000;2022;48.0;25.0;+79111915993;Primorskij;Beloostrovskaja;Chernaja rechka;Domino
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/282533905/;Sankt-Peterburg;sale;flat;7;9;3;108.2;369593;39990000;2022;57.0;20.0;+79111915993;Petrogradskij;Petrovskij;Krestovskij ostrov;Petrovskaja Dominanta
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/284833563/;Sankt-Peterburg;sale;flat;4;6;3;106.8;411048;43900000;2002;39.0;39.0;+79111915993;Petrogradskij;Barmaleeva;Petrogradskaja;
PRO.Flat;real_estate_agent;https://spb.cian.ru/sale/flat/284252300/;Sankt-Peterburg;sale;flat;2;6;3;78.3;292452;22899000;2023;40.0;15.0;+79681893633;Admiraltejskij;12-ja Krasnoarmejskaja;Baltijskaja;Sozidateli
ЕГСН Продажа;real_estate_agent;https://spb.cian.ru/sale/flat/284654014/;Sankt-Peterburg;sale;flat;2;3;3;93.0;204301;19000000;1954;56.0;14.0;+79852425603;Kirovskij;Dachnoe;;
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/sale/flat/279517227/;Sankt-Peterburg;sale;flat;6;9;3;150.0;600000;90000000;2008;85.0;18.0;+79819217172;Petrogradskij;Vjazovaja;Krestovskij ostrov;Olimpijskaja derevnja
Галина Енина;realtor;https://spb.cian.ru/sale/flat/285458317/;Sankt-Peterburg;sale;flat;4;6;3;100.1;195804;19600000;1917;58.0;13.0;+79110935094;Vasileostrovskij;pereulok Tuchkov;Sportivnaja;
Риэлторские Услуги;real_estate_agent;https://spb.cian.ru/sale/flat/283600881/;Sankt-Peterburg;sale;flat;6;6;3;87.0;177586;15450000;1897;48.0;12.0;+79681885663;Petrogradskij;Kujbysheva;Gor'kovskaja;
Илья Мерчук;realtor;https://spb.cian.ru/sale/flat/282093181/;Sankt-Peterburg;sale;flat;15;26;3;109.0;226605;24700000;2006;56.0;15.0;+79812268538;Primorskij;Jahtennaja;Begovaja;
Этажи Санкт-Петербург;real_estate_agent;https://spb.cian.ru/sale/flat/285306826/;Sankt-Peterburg;sale;flat;2;14;3;88.0;198863;17500000;2000;43.0;17.0;+79681894817;Primorskij;Turistskaja;Begovaja;
Симплита-Эстейт;real_estate_agent;https://spb.cian.ru/sale/flat/275304684/;Sankt-Peterburg;sale;flat;3;5;3;57.1;122416;6990000;1967;39.0;6.0;+79681898637;Frunzenskij;Sofijskaja;Mezhdunarodnaja;
Ю-Питер;real_estate_agent;https://spb.cian.ru/sale/flat/285601324/;Sankt-Peterburg;sale;flat;5;9;3;79.0;143037;11300000;1986;38.0;8.0;+79062457498;Nevskij;Nevskij;Prospekt Bol'shevikov;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/283346264/;Sankt-Peterburg;sale;flat;4;9;3;59.6;151006;9000000;1968;40.0;7.0;+79675375848;Kalininskij;Akademicheskoe;Akademicheskaja;
АН Петро-риэлт;real_estate_agent;https://spb.cian.ru/sale/flat/274440278/;Sankt-Peterburg;sale;flat;4;5;3;56.1;159536;8950000;1965;41.0;5.0;+79118403952;Vyborgskij;Orbeli;Ploschad' Muzhestva;
ЮВИКОЛ;real_estate_agent;https://spb.cian.ru/sale/flat/282525566/;Sankt-Peterburg;sale;flat;1;5;3;42.0;95214;3999000;1964;28.0;5.0;+79819507539;Kolpinskij;prospekt Lenina;Shushary;
CENTURY 21 Capital Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/283603744/;Sankt-Peterburg;sale;flat;8;9;3;62.5;148640;9290000;1970;42.0;8.0;+79818429426;Kalininskij;Brjantseva;Grazhdanskij prospekt;
INHAUS;real_estate_agent;https://spb.cian.ru/sale/flat/282004616/;Sankt-Peterburg;sale;flat;4;11;3;121.6;518092;63000000;2013;85.0;15.0;+79291033900;Tsentral'nyj;Paradnaja;Chernyshevskaja;Paradnyj kvartal
BE HOME;real_estate_agent;https://spb.cian.ru/sale/flat/280652600/;Sankt-Peterburg;sale;flat;4;4;3;80.1;274531;21990000;1899;40.0;10.0;+79681933625;Admiraltejskij;Galernaja;Admiraltejskaja;
М16;real_estate_agent;https://spb.cian.ru/sale/flat/282040645/;Sankt-Peterburg;sale;flat;6;6;3;98.4;269308;26500000;1878;53.0;23.0;+79119405773;Tsentral'nyj;Litejnyj;Majakovskaja;
АН Петро-риэлт;real_estate_agent;https://spb.cian.ru/sale/flat/285170375/;Sankt-Peterburg;sale;flat;4;5;3;78.3;223499;17500000;1955;50.0;9.0;+79118403952;Vyborgskij;Sampsonievskoe;Lesnaja;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/284576569/;Sankt-Peterburg;sale;flat;3;3;3;64.0;206250;13200000;1838;45.0;5.0;+79675375848;Tsentral'nyj;Shpalernaja;Chernyshevskaja;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/276649073/;Sankt-Peterburg;sale;flat;2;10;3;95.0;182105;17300000;2003;61.0;12.0;+79675375848;Kalininskij;Piskarevka;Vyborgskaja;
Илья Мерчук;realtor;https://spb.cian.ru/sale/flat/270746521/;Sankt-Peterburg;sale;flat;6;9;3;70.0;147142;10300000;1976;49.0;6.0;+79812268538;Primorskij;Komendantskij aerodrom;Pionerskaja;
Фабрика Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/278323170/;Sankt-Peterburg;sale;flat;2;7;3;93.2;193133;18000000;1998;49.0;13.0;+79681898658;Vyborgskij;Svetlanovskoe;Udel'naja;
Дриада;real_estate_agent;https://spb.cian.ru/sale/flat/285407536/;Sankt-Peterburg;sale;flat;5;10;3;65.4;134403;8790000;1978;42.0;9.0;+79811490943;Frunzenskij;Balkanskij;Dunajskaja;
Владис Центральный;real_estate_agent;https://spb.cian.ru/sale/flat/283634242/;Sankt-Peterburg;sale;flat;7;25;3;92.4;246753;22800000;2008;65.0;13.0;+79062418157;Kalininskij;prospekt Prosveschenija;Grazhdanskij prospekt;Novoe Sozvezdie
Первое Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/281293686/;Sankt-Peterburg;sale;flat;8;9;3;59.5;144537;8600000;1969;39.0;6.0;+79819517857;Kalininskij;Akademicheskoe;Akademicheskaja;
РосРеал;real_estate_agent;https://spb.cian.ru/sale/flat/283965456/;Sankt-Peterburg;sale;flat;3;5;3;58.7;119080;6990000;1968;44.0;5.0;+79811121624;Kirovskij;Soldata Korzuna;Leninskij prospekt;
Гарантия;real_estate_agent;https://spb.cian.ru/sale/flat/282091884/;Sankt-Peterburg;sale;flat;1;9;3;60.3;105804;6380000;1970;43.0;6.0;+79119513417;Kirovskij;Stojkosti;Prospekt Veteranov;
Гранд Хаус;real_estate_agent;https://spb.cian.ru/sale/flat/285658287/;Sankt-Peterburg;sale;flat;3;5;3;80.0;199375;15950000;1928;55.0;9.0;+79811683948;Moskovskij;Moskovskaja zastava;Elektrosila;
Дриада;real_estate_agent;https://spb.cian.ru/sale/flat/276052893/;Sankt-Peterburg;sale;flat;7;12;3;64.2;154205;9900000;1976;42.0;10.0;+79811490943;Kirovskij;Krasnen'kaja rechka;Avtovo;
NEDmax;real_estate_agent;https://spb.cian.ru/sale/flat/285093438/;Sankt-Peterburg;sale;flat;6;20;3;78.3;249042;19500000;2004;45.0;12.0;+79052139975;Vasileostrovskij;Korablestroitelej;Primorskaja;
Первое Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/284848633/;Sankt-Peterburg;sale;flat;1;5;3;63.9;172065;10995000;1976;37.0;7.0;+79817806270;Pushkinskij;Detskosel'skij bul'var;Kupchino;
ХочуКвартиру;real_estate_agent;https://spb.cian.ru/sale/flat/270676747/;Sankt-Peterburg;sale;flat;16;24;3;61.35;130399;7999999;2023;-1;20.0;+79811517502;Nevskij;prospekt Bol'shevikov;;Invest-otel' Pro.Molodost'
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/245624638/;Sankt-Peterburg;sale;flat;4;4;3;134.0;1082089;145000000;2003;74.0;30.0;+79111088317;Petrogradskij;Chkalovskoe;Krestovskij ostrov;
Кристалл;real_estate_agent;https://spb.cian.ru/sale/flat/277347889/;Sankt-Peterburg;sale;flat;4;5;3;104.6;176864;18500000;1914;67.0;6.0;+79681910061;Tsentral'nyj;Majakovskogo;Chernyshevskaja;
Большой Дом;real_estate_agent;https://spb.cian.ru/sale/flat/285102276/;Sankt-Peterburg;sale;flat;14;14;3;83.0;109638;9100000;2022;48.0;14.0;+79112310402;Pushkinskij;prospekt Starorusskij;Kupchino;Alekseevskij kvartal
Реал Лидер;real_estate_agent;https://spb.cian.ru/sale/flat/284176372/;Sankt-Peterburg;sale;flat;1;10;3;62.7;167464;10500000;1990;39.0;9.0;+79819198210;Primorskij;Dolgoozernaja;Komendantskij prospekt;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/284065786/;Sankt-Peterburg;sale;flat;5;14;3;82.6;145266;11999000;2022;45.0;16.0;+79675375848;Pushkinskij;prospekt Starorusskij;Zvezdnaja;Alekseevskij kvartal
АУРУМ;real_estate_agent;https://spb.cian.ru/sale/flat/284646029/;Sankt-Peterburg;sale;flat;3;4;3;74.8;212566;15900000;1845;44.0;10.0;+79117025189;Vasileostrovskij;Vasil'evskij;Sportivnaja;
ТВОЁ ПРОСТРАНСТВО;real_estate_agent;https://spb.cian.ru/sale/flat/262690300/;Sankt-Peterburg;sale;flat;4;16;3;116.72;184201;21500000;2025;57.0;26.0;+79692039734;Moskovskij;Gagarinskoe;Moskovskaja;Defans Premium
Этажи Санкт-Петербург;real_estate_agent;https://spb.cian.ru/sale/flat/283894095/;Sankt-Peterburg;sale;flat;3;24;3;94.4;260593;24600000;2008;70.0;18.0;+79681956867;Moskovskij;Zvezdnoe;Zvezdnaja;
СЕЗАН;real_estate_agent;https://spb.cian.ru/sale/flat/284789014/;Sankt-Peterburg;sale;flat;2;12;3;79.0;158227;12500000;1993;46.0;15.0;+79818416614;Primorskij;Ozero Dolgoe;Komendantskij prospekt;
Ключ;real_estate_agent;https://spb.cian.ru/sale/flat/275650073/;Sankt-Peterburg;sale;flat;9;9;3;56.5;123876;6999000;1986;34.0;6.0;+79117225003;Kolpinskij;Tverskaja;Shushary;
АН Петро-риэлт;real_estate_agent;https://spb.cian.ru/sale/flat/274205285/;Sankt-Peterburg;sale;flat;7;9;3;105.0;328571;34500000;2019;56.0;20.0;+79118403952;Petrogradskij;Bol'shaja Zelenina;Chkalovskaja;Dom na Zelejnoj
