author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;year_of_construction;living_meters;kitchen_meters;phone;district;street;underground;residential_complex
GLENDELS;real_estate_agent;https://spb.cian.ru/sale/flat/284898468/;Sankt-Peterburg;sale;flat;1;5;1;54.8;150547;8250000;1905;39.0;6.0;+79811660213;Vasileostrovskij;Vasil'evskij;Vasileostrovskaja;
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/279526056/;Sankt-Peterburg;sale;flat;3;5;1;60.0;331666;19900000;2015;10.0;30.0;+79681895975;Kurortnyj;Morskaja;Begovaja;Dom na Morskoj
АРИСТА;real_estate_agent;https://spb.cian.ru/sale/flat/275206769/;Sankt-Peterburg;sale;flat;1;14;1;33.6;142857;4800000;1975;17.0;7.0;+79692031259;Frunzenskij;Jaroslava Gasheka;Kupchino;
АРИСТА;real_estate_agent;https://spb.cian.ru/sale/flat/284189595/;Sankt-Peterburg;sale;flat;2;13;1;38.2;234293;8950000;2020;16.0;15.0;+79681922875;Primorskij;Plesetskaja;Komendantskij prospekt;Ariosto!
РосРеал;real_estate_agent;https://spb.cian.ru/sale/flat/283766776/;Sankt-Peterburg;sale;flat;5;27;1;37.3;160831;5999000;2013;14.0;16.0;+79819902980;Vyborgskij;Fedora Abramova;Parnas;Severnaja dolina
Озерки;real_estate_agent;https://spb.cian.ru/sale/flat/282364539/;Sankt-Peterburg;sale;flat;3;24;1;40.9;226161;9250000;2016;18.0;13.0;+79117417659;Krasnogvardejskij;Bol'shaja Ohta;Ladozhskaja;ZimaLeto
Статус - Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/285232309/;Sankt-Peterburg;sale;flat;5;11;1;48.0;250000;12000000;2015;19.0;14.0;+79681950874;Vasileostrovskij;Ostrov Dekabristov;Vasileostrovskaja;Samotsvety
МетрУМ;real_estate_agent;https://spb.cian.ru/sale/flat/278676107/;Sankt-Peterburg;sale;flat;2;24;1;32.4;215740;6990000;2022;9.0;12.0;+79675373285;Primorskij;Kolomjagi;Komendantskij prospekt;Ultra City
АРИСТА;real_estate_agent;https://spb.cian.ru/sale/flat/285015412/;Sankt-Peterburg;sale;flat;8;20;1;31.9;180250;5750000;2016;16.0;8.0;+79819506484;Nevskij;Krylenko;Ulitsa Dybenko;O Junost'
АБСОЛЮТ Сити;real_estate_agent;https://spb.cian.ru/sale/flat/284020818/;Sankt-Peterburg;sale;flat;14;14;1;35.3;232266;8199000;2018;18.0;10.0;+79819160572;Kalininskij;Piskarevka;Vyborgskaja;Poljustrovo Park
Ирина Румянцева;realtor;https://spb.cian.ru/sale/flat/284897499/;Sankt-Peterburg;sale;flat;7;13;1;36.1;339058;12240000;2020;12.0;11.0;+79052074913;Frunzenskij;Volkovskoe;Obvodnyj kanal;Ligovsky city-Pervyj kvartal
NEDmax;real_estate_agent;https://spb.cian.ru/sale/flat/284085870/;Sankt-Peterburg;sale;flat;12;13;1;45.9;239651;11000000;2012;17.0;10.0;+79052139975;Kalininskij;Vasenko;Ploschad' Lenina;
Петербургская Риэлторская Компания;real_estate_agent;https://spb.cian.ru/sale/flat/284908298/;Sankt-Peterburg;sale;flat;5;10;1;48.9;263803;12900000;2015;16.0;15.0;+79675378132;Vasileostrovskij;Ostrov Dekabristov;Sportivnaja;Samotsvety
ID 92682821;homeowner;https://spb.cian.ru/sale/flat/275260910/;Sankt-Peterburg;sale;flat;4;17;1;42.2;145023;6120000;2006;17.0;13.0;+79111581998;Nevskij;Narodnyj;Lomonosovskaja;
NEDmax;real_estate_agent;https://spb.cian.ru/sale/flat/284642954/;Sankt-Peterburg;sale;flat;4;21;1;36.5;252054;9200000;2023;16.0;9.0;+79052139975;Vasileostrovskij;Cheljuskina;Primorskaja;Golden City
Статус - Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/285627254/;Sankt-Peterburg;sale;flat;11;14;1;40.0;257500;10300000;2022;14.0;13.0;+79681950874;Primorskij;Beloostrovskaja;Lesnaja;TsDS Chernaja rechka
NEDmax;real_estate_agent;https://spb.cian.ru/sale/flat/281510139/;Sankt-Peterburg;sale;flat;2;21;1;36.1;232686;8400000;2023;10.0;15.0;+79052139975;Vasileostrovskij;Cheljuskina;Primorskaja;Golden City
М16;real_estate_agent;https://spb.cian.ru/sale/flat/285555535/;Sankt-Peterburg;sale;flat;9;12;1;36.0;177777;6400000;2022;12.0;18.0;+79681902916;Krasnogvardejskij;Poljustrovo;;Ruch'i
PRILSgroup;real_estate_agent;https://spb.cian.ru/sale/flat/283341820/;Sankt-Peterburg;sale;flat;3;15;1;37.34;254418;9500000;2023;12.0;15.0;+79675376011;Vasileostrovskij;Ostrov Dekabristov;Gornyj institut;Morskaja naberezhnaja
Петр Богатырев;realtor;https://spb.cian.ru/sale/flat/280295668/;Sankt-Peterburg;sale;flat;5;5;1;55.1;253901;13990000;1911;24.0;15.0;+79819217179;Petrogradskij;Blohina;Sportivnaja;
LV ESTATE;real_estate_agent;https://spb.cian.ru/sale/flat/285553818/;Sankt-Peterburg;sale;flat;4;7;1;39.5;187341;7399999;2023;16.0;16.0;+79117230150;Primorskij;Kolomjagi;Prospekt Prosveschenija;Okla
Ю Питер;real_estate_agent;https://spb.cian.ru/sale/flat/285271260/;Sankt-Peterburg;sale;flat;6;9;1;31.4;165605;5200000;1973;15.0;8.0;+79052051217;Kalininskij;Timurovskaja;Grazhdanskij prospekt;
РусланD;real_estate_agent;https://spb.cian.ru/sale/flat/285025509/;Sankt-Peterburg;sale;flat;2;11;1;39.42;133181;5250000;2022;17.0;13.0;+79679911837;Pushkinskij;prospekt Starorusskij;Kupchino;AEROCITY
Суслов недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/283118265/;Sankt-Peterburg;sale;flat;3;24;1;38.1;150918;5749999;2014;14.0;9.0;+79812268497;Nevskij;Rusanovskaja;Lomonosovskaja;Lastochkino gnezdo
PRO.Flat;real_estate_agent;https://spb.cian.ru/sale/flat/280193087/;Sankt-Peterburg;sale;flat;4;26;1;32.1;183800;5900000;2022;15.0;8.0;+79681893633;Vyborgskij;Kustodieva;Prospekt Prosveschenija;Poet
PRO.Flat;real_estate_agent;https://spb.cian.ru/sale/flat/283066853/;Sankt-Peterburg;sale;flat;4;5;1;45.0;164444;7400000;1964;29.0;6.0;+79681893633;Frunzenskij;Strel'bischenskaja;Buharestskaja;
Quasar Development;developer;https://spb.cian.ru/sale/flat/283689115/;Sankt-Peterburg;sale;flat;1;6;1;37.5;144000;5400000;2023;19.0;11.0;+78122181184;Kurortnyj;Stroitelej;;Granholm Village
Флагман;developer;https://spb.cian.ru/sale/flat/279563167/;Sankt-Peterburg;sale;flat;2;4;1;47.22;218975;10340000;2024;-1;-1;+78122134289;Kurortnyj;Rybatskaja;Begovaja;Peterburgskoe Sadovoe kol'tso
BEYOND. ex-Engel Volkers;representative_developer;https://spb.cian.ru/sale/flat/278216943/;Sankt-Peterburg;sale;flat;2;7;1;81.6;290400;23696640;2023;36.0;15.0;+78122134030;Vasileostrovskij;Vasil'evskij;Vasileostrovskaja;Klubnyj dom Manhetten
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/279284145/;Sankt-Peterburg;sale;flat;1;4;1;31.91;183333;5850186;2024;14.0;10.0;+78124583542;Krasnosel'skij;Sosnovaja poljana;Prospekt Veteranov;Solnechnyj gorod. Rezidentsii
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/285577410/;Sankt-Peterburg;sale;flat;4;8;1;34.26;182435;6250240;2023;-1;-1;+78124580971;Krasnosel'skij;Sosnovaja poljana;Prospekt Veteranov;Solnechnyj gorod
Группа Аквилон;developer;https://spb.cian.ru/sale/flat/271146884/;Sankt-Peterburg;sale;flat;3;9;1;44.94;383369;17228615;2023;20.0;14.0;+78123892921;Petrogradskij;Lodejnopol'skaja;Chkalovskaja;Avtorskij dom Tesoro by Akvilon
Петербургская Недвижимость;representative_developer;https://spb.cian.ru/sale/flat/282016383/;Sankt-Peterburg;sale;flat;13;15;1;37.8;255297;9650245;2020;17.0;10.0;+78123896722;Nevskij;Nevskij;Lomonosovskaja;Pulse na naberezhnoj
Озерки;real_estate_agent;https://spb.cian.ru/sale/flat/284259956/;Sankt-Peterburg;sale;flat;4;5;1;31.9;188087;6000000;1960;17.0;5.0;+79117417659;Moskovskij;Altajskaja;Moskovskaja;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/284206562/;Sankt-Peterburg;sale;flat;5;5;1;32.0;140625;4500000;1960;17.0;5.0;+79675375848;Kalininskij;Finljandskij;Ploschad' Lenina;
Невский простор;real_estate_agent;https://spb.cian.ru/sale/flat/285030463/;Sankt-Peterburg;sale;flat;7;9;1;29.9;168896;5050000;1966;15.0;7.0;+79819217243;Frunzenskij;Kupchino;Prospekt Slavy;
СЕЗАН;real_estate_agent;https://spb.cian.ru/sale/flat/282293495/;Sankt-Peterburg;sale;flat;1;9;1;29.34;132890;3899000;1976;15.0;7.0;+79819394147;Kolpinskij;Very Slutskoj;Shushary;
НАШ ГОРОД;real_estate_agent;https://spb.cian.ru/sale/flat/285016231/;Sankt-Peterburg;sale;flat;11;24;1;38.0;176315;6700000;2022;15.0;10.0;+79117231379;Primorskij;Verhne-Kamenskaja;Komendantskij prospekt;Chistoe nebo
Кристалл;real_estate_agent;https://spb.cian.ru/sale/flat/285682602/;Sankt-Peterburg;sale;flat;8;16;1;32.6;177914;5800000;2005;14.0;9.0;+79681910061;Krasnogvardejskij;Kommuny;Prospekt Bol'shevikov;
THE KEYS;real_estate_agent;https://spb.cian.ru/sale/flat/285700413/;Sankt-Peterburg;sale;flat;6;12;1;25.86;258313;6680000;2021;18.0;-1;+79117906369;Moskovskij;Kuznetsovskaja;Park Pobedy;
АУРУМ;real_estate_agent;https://spb.cian.ru/sale/flat/285659525/;Sankt-Peterburg;sale;flat;7;16;1;43.2;163194;7050000;2010;20.0;10.0;+79811487786;Nevskij;Narodnyj;Ulitsa Dybenko;
Century 21 Гарант;real_estate_agent;https://spb.cian.ru/sale/flat/285685313/;Sankt-Peterburg;sale;flat;2;5;1;33.56;226460;7600000;2020;12.0;11.0;+79052266253;Krasnosel'skij;Katernikov;Avtovo;Nautilus
Балтрос;real_estate_agent;https://spb.cian.ru/sale/flat/282017293/;Sankt-Peterburg;sale;flat;8;20;1;45.9;304793;13990000;2016;19.0;11.0;+79812268380;Primorskij;Chernaja rechka;Chernaja rechka;Riverside
Суслов недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/284115762/;Sankt-Peterburg;sale;flat;2;12;1;38.3;146214;5599999;1982;20.0;10.0;+79812269380;Krasnogvardejskij;Rzhevka;Ladozhskaja;
НАШ ГОРОД;real_estate_agent;https://spb.cian.ru/sale/flat/270441016/;Sankt-Peterburg;sale;flat;5;10;1;45.6;139254;6350000;1995;18.0;13.0;+79117231379;Primorskij;Planernaja;Komendantskij prospekt;
BE HOME;real_estate_agent;https://spb.cian.ru/sale/flat/260489105/;Sankt-Peterburg;sale;flat;5;5;1;50.6;189723;9600000;1861;20.0;10.0;+79681933625;Tsentral'nyj;Ligovka-Jamskaja;Ploschad' Vosstanija;
A20;real_estate_agent;https://spb.cian.ru/sale/flat/285003125/;Sankt-Peterburg;sale;flat;13;14;1;37.0;202702;7500000;2020;11.0;14.0;+79117336047;Primorskij;Planernaja;Komendantskij prospekt;New Time
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/276623382/;Sankt-Peterburg;sale;flat;1;3;1;41.3;193704;8000000;1917;18.0;8.0;+79675375848;Krasnogvardejskij;Bol'shaja Ohta;Novocherkasskaja;
Наталья Лаврентьева;realtor;https://spb.cian.ru/sale/flat/283397046/;Sankt-Peterburg;sale;flat;17;28;1;32.9;243161;8000000;2014;15.0;8.0;+79052046256;Primorskij;Turistskaja;Komendantskij prospekt;Gusi-Lebedi
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/278568811/;Sankt-Peterburg;sale;flat;5;8;1;34.9;142979;4990000;2010;16.0;9.0;+79675375848;Krasnosel'skij;Teatral'naja;Prospekt Veteranov;
Кристалл;real_estate_agent;https://spb.cian.ru/sale/flat/282796608/;Sankt-Peterburg;sale;flat;9;15;1;37.5;194666;7300000;1984;20.0;7.0;+79681910061;Moskovskij;Varshavskaja;Park Pobedy;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/276745735/;Sankt-Peterburg;sale;flat;1;25;1;33.6;218750;7350000;2015;15.0;10.0;+79675375848;Frunzenskij;Juzhnoe shosse;Prospekt Slavy;Sofija
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/277647948/;Sankt-Peterburg;sale;flat;12;16;1;42.0;128571;5400000;2012;17.0;10.0;+79675375848;Krasnosel'skij;Gorelovo;Prospekt Veteranov;Dudergofskaja linija 3
Большой Дом;real_estate_agent;https://spb.cian.ru/sale/flat/279713581/;Sankt-Peterburg;sale;flat;16;27;1;34.6;166184;5750000;2017;19.0;9.0;+79118423296;Vyborgskij;Valerija Gavrilina;Parnas;Severnaja dolina
АУРУМ;real_estate_agent;https://spb.cian.ru/sale/flat/278280123/;Sankt-Peterburg;sale;flat;2;5;1;33.1;181268;6000000;2022;10.0;15.0;+79117025189;Pushkinskij;Puschinskaja;;INKERI
М16;real_estate_agent;https://spb.cian.ru/sale/flat/276786511/;Sankt-Peterburg;sale;flat;6;14;1;40.9;315403;12900000;2015;17.0;13.0;+79052329546;Primorskij;Primorskij prospekt;Staraja Derevnja;Life Primorskij
NEWдвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/284674669/;Sankt-Peterburg;sale;flat;15;26;1;34.7;193083;6700000;2015;15.0;10.0;+79681904866;Krasnosel'skij;Marshala Kazakova;Avtovo;Juzhnaja akvatorija
BE HOME;real_estate_agent;https://spb.cian.ru/sale/flat/281429731/;Sankt-Peterburg;sale;flat;3;4;1;46.0;321739;14800000;2020;25.0;15.0;+79681933625;Vasileostrovskij;Gavan';Vasileostrovskaja;LOFT NA SREDNEM
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/282114931/;Sankt-Peterburg;sale;flat;11;24;1;54.4;292279;15900000;2020;27.0;12.0;+79675375848;Moskovskij;Pulkovskij meridian;Moskovskaja;Graf Orlov
РОСЛЕКС;real_estate_agent;https://spb.cian.ru/sale/flat/281105726/;Sankt-Peterburg;sale;flat;5;9;1;32.3;133126;4300000;1981;17.0;5.0;+79817920210;Krasnosel'skij;Juzhno-Primorskij;;
Свой Мир;real_estate_agent;https://spb.cian.ru/sale/flat/275437125/;Sankt-Peterburg;sale;flat;5;9;1;33.8;171597;5800000;1966;20.0;6.0;+79119738286;Vyborgskij;Svetlanovskoe;Ploschad' Muzhestva;
Смарт Инновации;real_estate_agent;https://spb.cian.ru/sale/flat/282775861/;Sankt-Peterburg;sale;flat;5;8;1;37.4;156417;5850000;2023;10.0;17.0;+79119808984;Krasnosel'skij;Sosnovaja poljana;;Solnechnyj Gorod ZhK
Колвэй;real_estate_agent;https://spb.cian.ru/sale/flat/284827072/;Sankt-Peterburg;sale;flat;8;12;1;33.2;180421;5990000;1982;17.0;8.0;+79812324832;Vyborgskij;Kompozitorov;Prospekt Prosveschenija;
ЦН КВАДРАТ;real_estate_agent;https://spb.cian.ru/sale/flat/280632319/;Sankt-Peterburg;sale;flat;2;12;1;36.1;168975;6100000;2020;10.0;16.0;+79111915993;Krasnosel'skij;Generala Kravchenko;Prospekt Veteranov;Solnechnyj gorod
THE KEYS;real_estate_agent;https://spb.cian.ru/sale/flat/280017745/;Sankt-Peterburg;sale;flat;3;10;1;33.8;268934;9090000;2022;13.0;10.0;+79117906369;Vyborgskij;Manchesterskaja;Udel'naja;Svetlana Park
Бриз;real_estate_agent;https://spb.cian.ru/sale/flat/279911159/;Sankt-Peterburg;sale;flat;10;26;1;50.0;212000;10600000;2007;22.0;12.0;+79052140792;Primorskij;Jahtennaja;Begovaja;Zolotaja gavan'
Кристалл;real_estate_agent;https://spb.cian.ru/sale/flat/283302129/;Sankt-Peterburg;sale;flat;6;14;1;36.8;184782;6800000;1983;19.0;7.0;+79681910061;Moskovskij;Varshavskaja;Park Pobedy;
ЖИЛФОНД Санкт-Петербург;real_estate_agent;https://spb.cian.ru/sale/flat/285086659/;Sankt-Peterburg;sale;flat;8;9;1;30.9;152103;4700000;1968;15.0;8.0;+79819216829;Krasnogvardejskij;Poljustrovo;Ladozhskaja;
Century 21 Гарант;real_estate_agent;https://spb.cian.ru/sale/flat/284778815/;Sankt-Peterburg;sale;flat;9;21;1;35.4;310451;10990000;2022;9.0;17.0;+79052266253;Krasnosel'skij;Juzhno-Primorskij;Leninskij prospekt;Legenda Geroev
NEWдвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/285076831/;Sankt-Peterburg;sale;flat;12;24;1;33.0;157575;5200000;2015;12.0;10.0;+79681904866;Pushkinskij;pereulok Vilerovskij;Kupchino;Junion
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/283442820/;Sankt-Peterburg;sale;flat;2;5;1;30.6;179738;5500000;1964;16.0;6.0;+79675375848;Kalininskij;Akademicheskoe;Politehnicheskaja;
Ольга Данилевская;realtor;https://spb.cian.ru/sale/flat/284457976/;Sankt-Peterburg;sale;flat;24;24;1;38.5;148051;5700000;2017;16.0;10.0;+79111712708;Krasnogvardejskij;Korneja Chukovskogo;Grazhdanskij prospekt;Novaja Ohta
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/276623182/;Sankt-Peterburg;sale;flat;14;18;1;34.9;207736;7250000;2018;15.0;8.0;+79675375848;Moskovskij;Srednerogatskaja;Zvezdnaja;4YOU
RBG Недвижимость  Realty Broker Group;real_estate_agent;https://spb.cian.ru/sale/flat/284549720/;Sankt-Peterburg;sale;flat;10;13;1;39.3;165394;6500000;1999;-1;-1;+79119384706;Primorskij;Kamyshovaja;Komendantskij prospekt;
КВС;real_estate_agent;https://spb.cian.ru/sale/flat/282157417/;Sankt-Peterburg;sale;flat;3;5;1;39.7;163727;6500000;2023;13.0;19.0;+79052668297;Pushkinskij;;Kupchino;JugTaun ZhK
Владис Центральный;real_estate_agent;https://spb.cian.ru/sale/flat/284544897/;Sankt-Peterburg;sale;flat;5;15;1;33.0;242393;7999000;1980;17.0;10.0;+79062418157;Vasileostrovskij;Nahimova;Primorskaja;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/277458533/;Sankt-Peterburg;sale;flat;4;19;1;39.17;242532;9500000;2016;15.0;10.0;+79675375848;Kalininskij;Piskarevka;Ploschad' Muzhestva;Kalina-Park II
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/276623877/;Sankt-Peterburg;sale;flat;8;13;1;29.5;184711;5449000;2022;10.0;12.0;+79675375848;Krasnogvardejskij;Poljustrovo;Akademicheskaja;Ruch'i
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/276972895/;Sankt-Peterburg;sale;flat;5;23;1;43.5;181586;7899000;2017;15.0;13.0;+79675375848;Krasnosel'skij;Juzhno-Primorskij;Leninskij prospekt;Leninskij park
М16;real_estate_agent;https://spb.cian.ru/sale/flat/276872556/;Sankt-Peterburg;sale;flat;8;16;1;47.0;244680;11500000;2001;18.0;23.0;+79679911023;Moskovskij;Lensoveta;Zvezdnaja;
Городской департамент недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/282161129/;Sankt-Peterburg;sale;flat;1;3;1;31.2;131410;4100000;1961;18.0;5.0;+79681931543;Krasnosel'skij;Pogranichnika Gar'kavogo;;
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/278478346/;Sankt-Peterburg;sale;flat;12;25;1;34.4;227906;7840000;2017;14.0;10.0;+79675375848;Nevskij;Obuhovskij;Proletarskaja;
ХочуКвартиру;real_estate_agent;https://spb.cian.ru/sale/flat/276362973/;Sankt-Peterburg;sale;flat;13;14;1;40.67;322104;13100000;2023;10.0;18.0;+79811517502;Krasnogvardejskij;Magnitogorskaja;Novocherkasskaja;Magnifika Lifestyle
Реал Лидер;real_estate_agent;https://spb.cian.ru/sale/flat/279976916/;Sankt-Peterburg;sale;flat;6;21;1;34.6;277456;9600000;2016;16.0;9.0;+79812460568;Kurortnyj;Tokareva;Begovaja;TsDS Djuna
Азбука Дома;real_estate_agent;https://spb.cian.ru/sale/flat/273736164/;Sankt-Peterburg;sale;flat;13;13;1;46.5;158064;7350000;2021;18.0;9.0;+79679911844;Kirovskij;Dvinskaja;;Panoramy Zaliva
Владис Северо-Запад;real_estate_agent;https://spb.cian.ru/sale/flat/283717681/;Sankt-Peterburg;sale;flat;3;9;1;31.0;153225;4750000;1972;18.0;7.0;+79117911458;Krasnosel'skij;Partizana Germana;Prospekt Veteranov;
THE KEYS;real_estate_agent;https://spb.cian.ru/sale/flat/278748872/;Sankt-Peterburg;sale;flat;6;12;1;38.74;283686;10990000;2021;11.0;17.0;+79117906369;Vasileostrovskij;Ural'skaja;Vasileostrovskaja;Emeral'd na Maloj Neve
KARTES;real_estate_agent;https://spb.cian.ru/sale/flat/283748639/;Sankt-Peterburg;sale;flat;5;23;1;45.2;241150;10900000;2020;21.0;14.0;+79118423446;Vyborgskij;Zelenogorskaja;Pionerskaja;Svetlana
KARTES;real_estate_agent;https://spb.cian.ru/sale/flat/282393564/;Sankt-Peterburg;sale;flat;8;14;1;36.8;189945;6990000;2023;12.0;17.0;+79118423446;Primorskij;Juntolovo;Komendantskij prospekt;Polis Primorskij
IVA;real_estate_agent;https://spb.cian.ru/sale/flat/270322238/;Sankt-Peterburg;sale;flat;15;24;1;40.58;120502;4890000;2023;11.0;19.0;+79817051513;Nevskij;prospekt Bol'shevikov;Ulitsa Dybenko;Invest-otel' Pro.Molodost'
Этажи Санкт-Петербург;real_estate_agent;https://spb.cian.ru/sale/flat/283571297/;Sankt-Peterburg;sale;flat;10;15;1;32.6;170245;5550000;1978;17.0;6.0;+79681922047;Primorskij;Komendantskij aerodrom;Pionerskaja;
СЕЗАН;real_estate_agent;https://spb.cian.ru/sale/flat/283107394/;Sankt-Peterburg;sale;flat;1;3;1;39.7;173803;6900000;1898;26.0;8.0;+79119400676;Admiraltejskij;Kolomna;Baltijskaja;
ПЛОЩАДЬ;real_estate_agent;https://spb.cian.ru/sale/flat/284825633/;Sankt-Peterburg;sale;flat;11;12;1;39.1;185421;7250000;1989;20.0;10.0;+79681961028;Nevskij;Okkervil';Ulitsa Dybenko;
Смарт Инновации;real_estate_agent;https://spb.cian.ru/sale/flat/283973064/;Sankt-Peterburg;sale;flat;2;20;1;41.9;178758;7490000;2012;18.0;10.0;+79119808984;Nevskij;Voroshilova;Prospekt Bol'shevikov;Ladozhskij park
RBG Недвижимость  Realty Broker Group;real_estate_agent;https://spb.cian.ru/sale/flat/278004248/;Sankt-Peterburg;sale;flat;8;20;1;44.2;219457;9700000;2022;13.0;14.0;+79692033762;Primorskij;Kolomjagi;Komendantskij prospekt;Ultra City
Первое Агентство Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/279702973/;Sankt-Peterburg;sale;flat;5;10;1;34.0;172029;5849000;1994;18.0;7.0;+79052082146;Primorskij;Kamyshovaja;Komendantskij prospekt;
Иван Мальцев;realtor;https://spb.cian.ru/sale/flat/280872969/;Sankt-Peterburg;sale;flat;23;23;1;35.2;193181;6800000;2023;14.0;10.0;+79681896217;Nevskij;Slavjanskaja;Rybatskoe;Zhivi! v Rybatskom
ТРЕНД;real_estate_agent;https://spb.cian.ru/sale/flat/279523602/;Sankt-Peterburg;sale;flat;9;9;1;39.4;241116;9500000;2017;14.0;15.0;+79675375848;Kurortnyj;Gagarinskaja;Begovaja;Dom u Razliva
IVA;real_estate_agent;https://spb.cian.ru/sale/flat/285560024/;Sankt-Peterburg;sale;flat;3;17;1;44.42;227375;10100000;2022;19.0;12.0;+79819216819;Admiraltejskij;Izmajlovskoe;Frunzenskaja;Promenade
РЕНТАВЕД;real_estate_agent;https://spb.cian.ru/sale/flat/283707041/;Sankt-Peterburg;sale;flat;1;4;1;38.6;230000;8878000;-1;-1;-1;+79052202131;Tsentral'nyj;Vladimirskij;Obvodnyj kanal;
Дриада;real_estate_agent;https://spb.cian.ru/sale/flat/278344671/;Sankt-Peterburg;sale;flat;18;24;1;31.3;165814;5190000;2018;15.0;8.0;+79811490943;Nevskij;Rusanovskaja;Lomonosovskaja;TsDS Prinevskij
ВАРИАНТ;real_estate_agent;https://spb.cian.ru/sale/flat/285581642/;Sankt-Peterburg;sale;flat;4;9;1;32.4;206790;6700000;1971;16.0;8.0;+79095903046;Kalininskij;Rustaveli;Grazhdanskij prospekt;
MG Мегаполис;real_estate_agent;https://spb.cian.ru/sale/flat/284492573/;Sankt-Peterburg;sale;flat;9;15;1;39.9;197994;7900000;2003;18.0;9.0;+79681949417;Nevskij;Rybatskoe;Rybatskoe;
ХочуКвартиру;real_estate_agent;https://spb.cian.ru/sale/flat/276497328/;Sankt-Peterburg;sale;flat;13;20;1;43.84;214416;9400000;2023;16.0;14.0;+79811517502;Kirovskij;Dachnoe;Prospekt Veteranov;Ogni Zaliva
М16;real_estate_agent;https://spb.cian.ru/sale/flat/283663864/;Sankt-Peterburg;sale;flat;3;5;1;36.31;302946;11000000;2024;15.0;10.0;+79052330529;Kurortnyj;Instrumental'schikov;;BEREG.Kurortnyj
ВАРИАНТ;real_estate_agent;https://spb.cian.ru/sale/flat/285603531/;Sankt-Peterburg;sale;flat;3;9;1;56.6;250883;14200000;2015;21.0;11.0;+79118214990;Tsentral'nyj;Kremenchugskaja;Ploschad' Aleksandra Nevskogo;Tsarskaja stolitsa
Инженер;real_estate_agent;https://spb.cian.ru/sale/flat/282585842/;Sankt-Peterburg;sale;flat;16;25;1;29.2;148972;4350000;2023;-1;-1;+79816904811;Krasnogvardejskij;Charushinskaja;Devjatkino;Tsvetnoj Gorod
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/sale/flat/285269052/;Sankt-Peterburg;sale;flat;3;21;1;33.0;200000;6600000;2017;14.0;10.0;+79819217172;Primorskij;Parashjutnaja;Komendantskij prospekt;Shuvalovskij
Lange and Smith;real_estate_agent;https://spb.cian.ru/sale/flat/285075167/;Sankt-Peterburg;sale;flat;8;11;1;39.52;179872;7108576;2023;16.0;11.0;+79052172966;Nevskij;Narodnyj;Lomonosovskaja;Panorama Nevy
BE HOME;real_estate_agent;https://spb.cian.ru/sale/flat/271856578/;Sankt-Peterburg;sale;flat;8;10;1;30.8;551948;17000000;2020;15.0;8.0;+79681933625;Tsentral'nyj;Sotsialisticheskaja;Zvenigorodskaja;YE’S Marata
Ольга Подолинская;realtor;https://spb.cian.ru/sale/flat/285556396/;Sankt-Peterburg;sale;flat;5;25;1;31.2;150000;4680000;2017;16.0;9.0;+79692003357;Pushkinskij;prospekt Starorusskij;Kupchino;Shushary
Невский простор;real_estate_agent;https://spb.cian.ru/sale/flat/275526055/;Sankt-Peterburg;sale;flat;9;14;1;46.4;132974;6170000;2020;15.0;13.0;+79811303157;Vyborgskij;Tihookeanskaja;Prospekt Prosveschenija;v Pargolovo
Satanovskiy Group;real_estate_agent;https://spb.cian.ru/sale/flat/280149855/;Sankt-Peterburg;sale;flat;13;13;1;32.74;210445;6890000;2022;10.0;14.0;+79118148149;Primorskij;Planernaja;Komendantskij prospekt;FoRest Akvilon
АН Знаменское;real_estate_agent;https://spb.cian.ru/sale/flat/282961063/;Sankt-Peterburg;sale;flat;4;7;1;40.34;185919;7500000;2023;15.0;11.0;+79119521924;Primorskij;Kolomjagi;Prospekt Prosveschenija;Okla
